	cmd	descr	duration	enclaved	operation	program	size	time
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000369	False	1346269, 2178309	gcd	7.0	2021-08-21 12:49:27.973723
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000505	False	14930352, 24157817	gcd	8.0	2021-08-21 12:49:27.979984
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000477	False	102334155, 165580141	gcd	9.0	2021-08-21 12:49:27.987767
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000761	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:49:27.994758
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019938	True	2, 3	gcd	1.0	2021-08-21 12:49:28.011839
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039965	True	13, 21	gcd	2.0	2021-08-21 12:49:28.301256
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064671	True	144, 233	gcd	3.0	2021-08-21 12:49:28.781284
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089943	True	1597, 2584	gcd	4.0	2021-08-21 12:49:29.509240
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109515	True	10946, 17711	gcd	5.0	2021-08-21 12:49:30.489280
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134647	True	121393, 196418	gcd	6.0	2021-08-21 12:49:31.665269
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159023	True	1346269, 2178309	gcd	7.0	2021-08-21 12:49:33.093257
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184328	True	14930352, 24157817	gcd	8.0	2021-08-21 12:49:34.765239
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203806	True	102334155, 165580141	gcd	9.0	2021-08-21 12:49:36.689291
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253958	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:49:38.809258
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:49:41.434149
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:49:41.436575
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:49:41.438929
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:49:41.441720
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:49:41.445037
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:49:41.448735
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000272	False	1346269, 2178309	gcd	7.0	2021-08-21 12:49:41.452918
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000377	False	14930352, 24157817	gcd	8.0	2021-08-21 12:49:41.457602
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000484	False	102334155, 165580141	gcd	9.0	2021-08-21 12:49:41.463373
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000618	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:49:41.470465
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020088	True	2, 3	gcd	1.0	2021-08-21 12:49:41.483981
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039929	True	13, 21	gcd	2.0	2021-08-21 12:49:41.765264
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064955	True	144, 233	gcd	3.0	2021-08-21 12:49:42.245245
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089547	True	1597, 2584	gcd	4.0	2021-08-21 12:49:42.973303
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109623	True	10946, 17711	gcd	5.0	2021-08-21 12:49:43.949251
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13418	True	121393, 196418	gcd	6.0	2021-08-21 12:49:45.125278
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158625	True	1346269, 2178309	gcd	7.0	2021-08-21 12:49:46.545257
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.184001	True	14930352, 24157817	gcd	8.0	2021-08-21 12:49:48.213255
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203709	True	102334155, 165580141	gcd	9.0	2021-08-21 12:49:50.133279
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253227	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:49:52.249254
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:49:54.866107
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:49:54.868539
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:49:54.870918
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:49:54.873719
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000183	False	10946, 17711	gcd	5.0	2021-08-21 12:49:54.877041
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000248	False	121393, 196418	gcd	6.0	2021-08-21 12:49:54.880888
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000304	False	1346269, 2178309	gcd	7.0	2021-08-21 12:49:54.885572
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000435	False	14930352, 24157817	gcd	8.0	2021-08-21 12:49:54.890838
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000449	False	102334155, 165580141	gcd	9.0	2021-08-21 12:49:54.897364
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000594	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:49:54.903888
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020036	True	2, 3	gcd	1.0	2021-08-21 12:49:54.917229
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039865	True	13, 21	gcd	2.0	2021-08-21 12:49:55.201260
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.065292	True	144, 233	gcd	3.0	2021-08-21 12:49:55.681264
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089504	True	1597, 2584	gcd	4.0	2021-08-21 12:49:56.413275
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109267	True	10946, 17711	gcd	5.0	2021-08-21 12:49:57.389290
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13439	True	121393, 196418	gcd	6.0	2021-08-21 12:49:58.561277
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158703	True	1346269, 2178309	gcd	7.0	2021-08-21 12:49:59.985297
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.185023	True	14930352, 24157817	gcd	8.0	2021-08-21 12:50:01.653251
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203819	True	102334155, 165580141	gcd	9.0	2021-08-21 12:50:03.585238
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.254032	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:50:05.705208
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:50:08.330183
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:50:08.332689
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:50:08.335047
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:50:08.337839
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:50:08.341161
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000226	False	121393, 196418	gcd	6.0	2021-08-21 12:50:08.344849
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.00031	False	1346269, 2178309	gcd	7.0	2021-08-21 12:50:08.349108
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000478	False	14930352, 24157817	gcd	8.0	2021-08-21 12:50:08.354426
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000452	False	102334155, 165580141	gcd	9.0	2021-08-21 12:50:08.361612
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000593	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:50:08.368121
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019969	True	2, 3	gcd	1.0	2021-08-21 12:50:08.381519
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.040079	True	13, 21	gcd	2.0	2021-08-21 12:50:08.661240
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064534	True	144, 233	gcd	3.0	2021-08-21 12:50:09.141292
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089481	True	1597, 2584	gcd	4.0	2021-08-21 12:50:09.865266
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109625	True	10946, 17711	gcd	5.0	2021-08-21 12:50:10.841251
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134191	True	121393, 196418	gcd	6.0	2021-08-21 12:50:12.017293
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.159451	True	1346269, 2178309	gcd	7.0	2021-08-21 12:50:13.441262
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.183664	True	14930352, 24157817	gcd	8.0	2021-08-21 12:50:15.117288
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203929	True	102334155, 165580141	gcd	9.0	2021-08-21 12:50:17.033246
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253804	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:50:19.153270
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:50:21.774216
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.6e-05	False	13, 21	gcd	2.0	2021-08-21 12:50:21.776635
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:50:21.778999
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:50:21.781801
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:50:21.785114
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000226	False	121393, 196418	gcd	6.0	2021-08-21 12:50:21.788835
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000303	False	1346269, 2178309	gcd	7.0	2021-08-21 12:50:21.793082
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000415	False	14930352, 24157817	gcd	8.0	2021-08-21 12:50:21.798292
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000504	False	102334155, 165580141	gcd	9.0	2021-08-21 12:50:21.804614
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000635	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:50:21.811903
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.019952	True	2, 3	gcd	1.0	2021-08-21 12:50:21.826093
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.04004	True	13, 21	gcd	2.0	2021-08-21 12:50:22.109247
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064612	True	144, 233	gcd	3.0	2021-08-21 12:50:22.589297
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.089795	True	1597, 2584	gcd	4.0	2021-08-21 12:50:23.317275
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.10895	True	10946, 17711	gcd	5.0	2021-08-21 12:50:24.293315
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.134699	True	121393, 196418	gcd	6.0	2021-08-21 12:50:25.461237
6	['build/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.158885	True	1346269, 2178309	gcd	7.0	2021-08-21 12:50:26.889259
7	['build/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.185597	True	14930352, 24157817	gcd	8.0	2021-08-21 12:50:28.557262
8	['build/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.203788	True	102334155, 165580141	gcd	9.0	2021-08-21 12:50:30.493297
9	['build/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.253976	True	12586269025, 20365011074	gcd	11.0	2021-08-21 12:50:32.613240
0	['target/release/gcd', '2', '3']	Time from before all recursive calls to after them	1.2e-05	False	2, 3	gcd	1.0	2021-08-21 12:50:35.238130
1	['target/release/gcd', '13', '21']	Time from before all recursive calls to after them	3.8e-05	False	13, 21	gcd	2.0	2021-08-21 12:50:35.240557
2	['target/release/gcd', '144', '233']	Time from before all recursive calls to after them	8.4e-05	False	144, 233	gcd	3.0	2021-08-21 12:50:35.242894
3	['target/release/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.000133	False	1597, 2584	gcd	4.0	2021-08-21 12:50:35.245672
4	['target/release/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.000173	False	10946, 17711	gcd	5.0	2021-08-21 12:50:35.248999
5	['target/release/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.000222	False	121393, 196418	gcd	6.0	2021-08-21 12:50:35.252688
6	['target/release/gcd', '1346269', '2178309']	Time from before all recursive calls to after them	0.000306	False	1346269, 2178309	gcd	7.0	2021-08-21 12:50:35.256872
7	['target/release/gcd', '14930352', '24157817']	Time from before all recursive calls to after them	0.000455	False	14930352, 24157817	gcd	8.0	2021-08-21 12:50:35.262144
8	['target/release/gcd', '102334155', '165580141']	Time from before all recursive calls to after them	0.000441	False	102334155, 165580141	gcd	9.0	2021-08-21 12:50:35.269126
9	['target/release/gcd', '12586269025', '20365011074']	Time from before all recursive calls to after them	0.000614	False	12586269025, 20365011074	gcd	11.0	2021-08-21 12:50:35.275508
0	['build/gcd', '2', '3']	Time from before all recursive calls to after them	0.020072	True	2, 3	gcd	1.0	2021-08-21 12:50:35.290242
1	['build/gcd', '13', '21']	Time from before all recursive calls to after them	0.039962	True	13, 21	gcd	2.0	2021-08-21 12:50:35.585242
2	['build/gcd', '144', '233']	Time from before all recursive calls to after them	0.064576	True	144, 233	gcd	3.0	2021-08-21 12:50:36.065265
3	['build/gcd', '1597', '2584']	Time from before all recursive calls to after them	0.09001	True	1597, 2584	gcd	4.0	2021-08-21 12:50:36.789282
4	['build/gcd', '10946', '17711']	Time from before all recursive calls to after them	0.109464	True	10946, 17711	gcd	5.0	2021-08-21 12:50:37.769233
5	['build/gcd', '121393', '196418']	Time from before all recursive calls to after them	0.13504	True	121393, 196418	gcd	6.0	2021-08-21 12:50:38.945236
